Shape,Result,Number,Time
<http://example.org/lungCancer/shapes/Protocol2>,valid,412,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,452,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,486,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,325,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol2>,valid,543,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,455,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,273,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,501,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,572,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,269,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,461,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,613,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,209,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,127,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,122,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,220,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,541,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,552,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,301,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,252,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,332,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol2>,valid,330,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol1>,violated,45,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,472,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,531,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,339,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol2>,valid,445,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,67,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,423,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,68,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,243,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,354,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,590,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,256,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,212,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,174,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,5,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,196,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,131,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,406,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,390,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,70,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,79,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,454,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,365,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,293,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,violated,44,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,489,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,347,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol2>,valid,558,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,378,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,141,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,435,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,24,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,166,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,534,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,43,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,589,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,450,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,115,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,335,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol1>,violated,51,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,449,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,397,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,513,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,547,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,438,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,462,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,433,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,528,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,167,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,155,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,25,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,386,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,266,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,violated,60,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,277,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,84,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,132,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,333,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol2>,valid,402,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,466,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,628,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,46,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,29,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,360,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,38,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,78,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,498,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,267,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,188,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,481,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,77,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,359,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,33,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,49,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,185,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,448,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,530,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,83,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,290,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,98,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,396,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,408,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,35,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,578,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,414,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,144,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,88,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,607,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,358,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,316,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,246,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,313,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,violated,62,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,156,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,200,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,584,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,504,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,570,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,65,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,582,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,113,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,524,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,430,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,87,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,154,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,473,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,305,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,517,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,460,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,403,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,384,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,173,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,130,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,100,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,446,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,14,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,139,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,467,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,299,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,550,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,350,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol2>,valid,610,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,143,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,393,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,322,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol1>,violated,52,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,71,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,529,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,240,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,163,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,168,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,337,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol2>,valid,441,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,556,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,618,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,338,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol2>,valid,527,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,544,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,474,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,27,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,22,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,34,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,72,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,101,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,120,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,352,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol1>,violated,4,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,471,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,586,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,349,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol1>,valid,250,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,105,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,206,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,559,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,345,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol1>,valid,304,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,342,5.099670648574829
<http://example.org/lungCancer/shapes/Protocol1>,valid,184,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,546,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,404,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,427,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,203,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,54,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,10,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,516,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,382,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,468,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,511,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,3,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,69,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,295,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,482,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,234,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,232,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,285,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,464,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,178,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,555,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,216,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,251,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,182,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,421,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,593,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,636,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,307,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,169,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,451,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,562,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,40,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,89,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,609,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,194,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,622,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,111,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,195,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,637,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,366,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,367,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,353,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,21,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,258,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,249,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,571,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,490,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,224,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,214,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,282,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,443,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,207,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,288,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,631,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,9,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,551,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,129,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,532,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,53,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,37,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,442,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,48,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,82,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,117,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,514,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,470,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,18,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,211,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,225,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,265,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,600,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,102,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,197,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,247,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,623,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,11,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,181,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,255,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol1>,valid,222,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,302,2.7890052795410156
<http://example.org/lungCancer/shapes/Protocol2>,valid,477,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,valid,80,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,valid,172,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol1>,violated,15,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,422,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol2>,valid,385,5.100670576095581
<http://example.org/lungCancer/shapes/Protocol1>,violated,13,2.7880051136016846
<http://example.org/lungCancer/shapes/Protocol2>,valid,502,5.100670576095581
